settled_date,league,home_team,away_team,market,bets,staked,profit_loss,roi_pct,pdf_proof
2026-07-16,World Cup,Netherlands,Morocco,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-30/30.06.2026 Netherlands vs Morocco (HGA).pdf
2026-07-16,World Cup,Algeria,Austria,1X2,1,1411,-1411,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-28/28.06.2026 Algeria vs Austria (HGA).pdf
2026-07-16,World Cup,Congo DR,Uzbekistan,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-27/27.06.2026 Congo DR vs Uzbekistan (HGA).pdf
2026-07-16,World Cup,Colombia,Portugal,1X2,1,1000,2200,220,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-27/27.06.2026 Colombia vs Portugal (HGA).pdf
2026-07-16,World Cup,Egypt,Iran,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-27/27.06.2026 Egypt vs Iran (HGA).pdf
2026-07-16,World Cup,Cape Verde Islands,Saudi Arabia,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-27/27.06.2026 Cape Verde Islands vs Saudi Arabia (HGA).pdf
2026-07-16,World Cup,England,Congo DR,1X2,2,3126,-3126,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-02/02.07.2026 England vs Congo DR (1x2).pdf
2026-07-16,World Cup,Egypt,Iran,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-27/27.06.2026 Egypt vs Iran (1x2).pdf
2026-07-16,World Cup,Paraguay,Australia,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-26/26.06.2026 Paraguay vs Australia (1x2).pdf
2026-07-16,World Cup,Switzerland,Colombia,1X2,1,1093,1573.92,144,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-08/08.07.2026 Switzerland vs Colombia (1x2).pdf
2026-07-16,World Cup,France,Morocco,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-10/10.07.2026 France vs Morocco (1x2).pdf
2026-07-16,World Cup,France,Spain,1X2,1,2400,1752,73,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-15/15.07.2026 France vs Spain (1x2).pdf
2026-07-16,World Cup,South Africa,Canada,1X2,1,1525,5185,340,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-29/29.06.2026 South Africa vs Canada (1x2).pdf
2026-07-16,World Cup,Cape Verde Islands,Saudi Arabia,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-27/27.06.2026 Cape Verde Islands vs Saudi Arabia (1x2).pdf
2026-07-16,World Cup,Netherlands,Morocco,1X2,1,1000,-1000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-30/30.06.2026 Netherlands vs Morocco (1x2).pdf
2026-07-16,World Cup,Portugal,Spain,1X2,1,1514,-1514,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-07/07.07.2026 Portugal vs Spain (1x2).pdf
2026-07-16,World Cup,Mexico,England,1X2,1,1154,-1154,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-06/06.07.2026 Mexico vs England (1x2).pdf
2026-07-16,World Cup,Brazil,Norway,1X2,1,1724,-1724,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-06/06.07.2026 Brazil vs Norway (1x2).pdf
2026-07-16,World Cup,Canada,Morocco,1X2,1,1497,-1497,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-05/05.07.2026 Canada vs Morocco (1x2).pdf
2026-07-16,World Cup,England,Argentina,1X2,1,1000,2850,285,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-16/16.07.2026 England vs Argentina (1x2).pdf
2026-07-16,World Cup,Türkiye,USA,1X2,2,2000,-2000,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-26/26.06.2026 Turkiye vs USA (1x2).pdf
2026-07-16,World Cup,Congo DR,Uzbekistan,1X2,1,1598,-1598,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-28/28.06.2026 Congo DR vs Uzbekistan (1x2).pdf
2026-07-16,World Cup,Ivory Coast,Norway,1X2,1,1228,-1228,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-01/01.07.2026 Ivory Coast vs Norway (1x2).pdf
2026-07-16,World Cup,Colombia,Portugal,1X2,1,1000,2200,220,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-06-28/28.06.2026 Colombia vs Portugal (1x2).pdf
2026-07-16,World Cup,Argentina,Cape Verde Islands,1X2,1,1043,-1043,-100,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-04/04.07.2026 Argentina vs Cape Verde Islands (1x2).pdf
2026-07-16,World Cup,Australia,Egypt,1X2,1,1000,900,90,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-04/04.07.2026 Australia vs Egypt (1x2).pdf
2026-07-16,World Cup,Portugal,Croatia,1X2,1,2158,1402.7,65,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-03/03.07.2026 Portugal vs Croatia (1x2).pdf
2026-07-16,World Cup,Belgium,Senegal,1X2,1,2321,6150.65,265,https://wykjlhbsxparltxazxmk.supabase.co/storage/v1/object/public/bets-pdf/2026-07-02/02.07.2026 Belgium vs Senegal (1x2).pdf
